Registration_id,code_module,code_presentation,id_student,date_registration,date_unregistration
113,AAA,2013J,271251,-68.0,
114,AAA,2013J,277880,-108.0,177.0
115,AAA,2013J,279572,-138.0,
116,AAA,2013J,281022,-74.0,
117,AAA,2013J,281250,-64.0,
118,AAA,2013J,281589,-50.0,
119,AAA,2013J,282821,-107.0,
120,AAA,2013J,286488,-8.0,
121,AAA,2013J,287548,-52.0,
122,AAA,2013J,290201,-96.0,
123,AAA,2013J,290757,-141.0,
124,AAA,2013J,291334,-132.0,
125,AAA,2013J,292923,-162.0,-121.0
126,AAA,2013J,293699,-27.0,
127,AAA,2013J,294570,-80.0,
128,AAA,2013J,294594,-145.0,
129,AAA,2013J,295741,-17.0,
130,AAA,2013J,296332,-115.0,
131,AAA,2013J,298696,-32.0,
132,AAA,2013J,300398,-59.0,
133,AAA,2013J,302302,-83.0,
134,AAA,2013J,305152,-18.0,
135,AAA,2013J,305386,-66.0,
136,AAA,2013J,305539,-54.0,-3.0
137,AAA,2013J,306107,-107.0,
138,AAA,2013J,306466,-58.0,
139,AAA,2013J,306897,-123.0,
140,AAA,2013J,307061,-31.0,
141,AAA,2013J,307866,-107.0,
142,AAA,2013J,311917,-121.0,
143,AAA,2013J,312537,-79.0,
144,AAA,2013J,312782,-59.0,
145,AAA,2013J,318933,-100.0,
146,AAA,2013J,319047,-47.0,
147,AAA,2013J,321942,-67.0,
148,AAA,2013J,324002,-32.0,
149,AAA,2013J,324084,-165.0,
150,AAA,2013J,324282,-32.0,
151,AAA,2013J,331358,-67.0,53.0
152,AAA,2013J,332789,-64.0,
153,AAA,2013J,333059,-103.0,
154,AAA,2013J,333323,-53.0,
155,AAA,2013J,334259,-32.0,
156,AAA,2013J,334333,-192.0,65.0
157,AAA,2013J,335764,-196.0,160.0
158,AAA,2013J,336207,-110.0,
159,AAA,2013J,339972,-57.0,
160,AAA,2013J,341872,48.0,
161,AAA,2013J,342007,-71.0,51.0
162,AAA,2013J,342514,-81.0,
163,AAA,2013J,342972,-60.0,
164,AAA,2013J,343446,-49.0,
165,AAA,2013J,344282,-12.0,
166,AAA,2013J,345068,-37.0,
167,AAA,2013J,345357,-18.0,
168,AAA,2013J,346025,-75.0,
169,AAA,2013J,346843,-44.0,
170,AAA,2013J,350188,-49.0,
171,AAA,2013J,354858,-32.0,5.0
172,AAA,2013J,357668,-38.0,
173,AAA,2013J,364177,-129.0,
174,AAA,2013J,365244,-38.0,
175,AAA,2013J,365642,-52.0,
176,AAA,2013J,366483,-4.0,
177,AAA,2013J,368194,-123.0,
178,AAA,2013J,368824,-60.0,
179,AAA,2013J,368963,-19.0,
180,AAA,2013J,376439,-87.0,
181,AAA,2013J,376581,-64.0,
182,AAA,2013J,380953,-155.0,
183,AAA,2013J,383254,-61.0,
184,AAA,2013J,386924,-192.0,
185,AAA,2013J,386952,-38.0,
186,AAA,2013J,388722,-179.0,
187,AAA,2013J,388885,-185.0,
188,AAA,2013J,390890,-31.0,202.0
189,AAA,2013J,392756,-58.0,
190,AAA,2013J,392931,-54.0,
191,AAA,2013J,393207,-38.0,
192,AAA,2013J,396872,-23.0,
193,AAA,2013J,398552,-57.0,
194,AAA,2013J,401869,-53.0,
195,AAA,2013J,402470,-130.0,
196,AAA,2013J,404804,-129.0,
197,AAA,2013J,405088,-67.0,
198,AAA,2013J,405961,-170.0,-100.0
199,AAA,2013J,414117,-73.0,
200,AAA,2013J,415969,-60.0,172.0
201,AAA,2013J,420087,-15.0,
202,AAA,2013J,429958,-58.0,
203,AAA,2013J,441018,-52.0,
204,AAA,2013J,441888,-53.0,
205,AAA,2013J,442442,-32.0,119.0
206,AAA,2013J,444677,-38.0,
207,AAA,2013J,470588,-43.0,73.0
208,AAA,2013J,489455,-120.0,
209,AAA,2013J,494424,-38.0,
210,AAA,2013J,495284,-29.0,
211,AAA,2013J,498857,-16.0,
212,AAA,2013J,508818,-156.0,
213,AAA,2013J,512460,-32.0,
214,AAA,2013J,544103,-127.0,
215,AAA,2013J,550383,-51.0,
216,AAA,2013J,564450,-43.0,
217,AAA,2013J,568601,-30.0,128.0
218,AAA,2013J,572652,-158.0,
219,AAA,2013J,580389,-22.0,
220,AAA,2013J,581129,-38.0,
221,AAA,2013J,588775,-17.0,
222,AAA,2013J,591774,-46.0,
223,AAA,2013J,603861,-38.0,241.0
224,AAA,2013J,606143,-43.0,
225,AAA,2013J,704156,-29.0,
226,AAA,2013J,705379,-57.0,
227,AAA,2013J,721259,-73.0,23.0
228,AAA,2013J,749412,-138.0,
229,AAA,2013J,760729,-67.0,
230,AAA,2013J,905042,-91.0,
231,AAA,2013J,949618,-59.0,
232,AAA,2013J,958987,-67.0,
233,AAA,2013J,968578,-170.0,
234,AAA,2013J,969076,-42.0,173.0
235,AAA,2013J,971027,-62.0,
236,AAA,2013J,978739,-108.0,
237,AAA,2013J,1035023,-87.0,
238,AAA,2013J,1105478,-144.0,
239,AAA,2013J,1352868,-63.0,203.0
240,AAA,2013J,1401935,-35.0,
241,AAA,2013J,1402638,-195.0,
242,AAA,2013J,1414443,-169.0,
243,AAA,2013J,1456619,-87.0,27.0
244,AAA,2013J,1465690,-38.0,
245,AAA,2013J,1472925,20.0,
246,AAA,2013J,1488959,-30.0,
247,AAA,2013J,1518989,-102.0,
248,AAA,2013J,1618738,-95.0,
249,AAA,2013J,1620151,-95.0,
250,AAA,2013J,1626710,-195.0,
251,AAA,2013J,1640609,-191.0,
252,AAA,2013J,1686521,-124.0,37.0
253,AAA,2013J,1729319,-106.0,
254,AAA,2013J,1746134,-30.0,
255,AAA,2013J,1758449,-198.0,103.0
256,AAA,2013J,1763015,-58.0,-2.0
257,AAA,2013J,1765788,-43.0,
258,AAA,2013J,1801229,-106.0,
259,AAA,2013J,1801641,-32.0,
260,AAA,2013J,1847830,-164.0,
261,AAA,2013J,1860318,-53.0,
262,AAA,2013J,1889511,-42.0,
263,AAA,2013J,1889577,-81.0,
264,AAA,2013J,1894188,-57.0,
265,AAA,2013J,1938355,-102.0,
266,AAA,2013J,1942396,-29.0,
267,AAA,2013J,1970390,-108.0,240.0
268,AAA,2013J,1976139,-195.0,
269,AAA,2013J,2011876,-32.0,
270,AAA,2013J,2012966,-102.0,
271,AAA,2013J,2051699,-137.0,
272,AAA,2013J,2062879,-74.0,
273,AAA,2013J,2065691,-16.0,138.0
274,AAA,2013J,2073016,-65.0,173.0
275,AAA,2013J,2080474,-123.0,
276,AAA,2013J,2083877,-45.0,
277,AAA,2013J,2084066,-148.0,
278,AAA,2013J,2104505,-65.0,
279,AAA,2013J,2122180,-35.0,
280,AAA,2013J,2139353,-59.0,163.0
281,AAA,2013J,2143752,-46.0,
282,AAA,2013J,2146792,-59.0,
283,AAA,2013J,2149225,-36.0,10.0
284,AAA,2013J,2153153,-49.0,
285,AAA,2013J,2155014,-32.0,
286,AAA,2013J,2164705,-43.0,
287,AAA,2013J,2171627,-50.0,
288,AAA,2013J,2182846,-113.0,
289,AAA,2013J,2194100,-108.0,
290,AAA,2013J,2197016,-35.0,
291,AAA,2013J,2208424,-66.0,
292,AAA,2013J,2229865,-116.0,
293,AAA,2013J,2255601,-28.0,175.0
294,AAA,2013J,2268379,-74.0,
295,AAA,2013J,2278464,-129.0,
296,AAA,2013J,2293923,-85.0,
297,AAA,2013J,2312620,-45.0,178.0
298,AAA,2013J,2318055,-56.0,-19.0
299,AAA,2013J,2324976,-101.0,-50.0
300,AAA,2013J,2329342,-56.0,
301,AAA,2013J,2339528,-57.0,
302,AAA,2013J,2342426,-38.0,
303,AAA,2013J,2344901,-24.0,
304,AAA,2013J,2358056,-102.0,
305,AAA,2013J,2358969,-53.0,58.0
306,AAA,2013J,2364471,-80.0,
307,AAA,2013J,2365101,-129.0,-80.0
308,AAA,2013J,2367155,-22.0,
309,AAA,2013J,2369266,-94.0,
310,AAA,2013J,2376496,-185.0,
311,AAA,2013J,2391984,-101.0,242.0
312,AAA,2013J,2411661,-17.0,
313,AAA,2013J,2411778,-35.0,220.0
314,AAA,2013J,2412002,-38.0,
315,AAA,2013J,2412967,-73.0,
316,AAA,2013J,2429854,-52.0,114.0
317,AAA,2013J,2437837,-53.0,
318,AAA,2013J,2449878,-32.0,
319,AAA,2013J,2456480,-71.0,
320,AAA,2013J,2457256,-50.0,
321,AAA,2013J,2458355,-81.0,
322,AAA,2013J,2460080,-52.0,
323,AAA,2013J,2461190,-11.0,
324,AAA,2013J,2469673,-22.0,
325,AAA,2013J,2470694,-106.0,219.0
326,AAA,2013J,2479954,-46.0,
327,AAA,2013J,2481901,-195.0,
328,AAA,2013J,2482700,-59.0,
329,AAA,2013J,2486127,-144.0,
330,AAA,2013J,2498700,-43.0,
331,AAA,2013J,2516503,-65.0,
332,AAA,2013J,2518069,-105.0,
333,AAA,2013J,2521459,-158.0,
334,AAA,2013J,2523736,-46.0,
335,AAA,2013J,2529279,-67.0,
336,AAA,2013J,2532302,-65.0,
337,AAA,2013J,2536991,-87.0,
338,AAA,2013J,2542724,-59.0,13.0
339,AAA,2013J,2550279,-153.0,
340,AAA,2013J,2551220,-94.0,
341,AAA,2013J,2552472,-38.0,199.0
342,AAA,2013J,2555340,-67.0,
343,AAA,2013J,2557283,-80.0,
344,AAA,2013J,2559575,-31.0,
345,AAA,2013J,2562034,-30.0,
346,AAA,2013J,2566163,-91.0,
347,AAA,2013J,2566592,-35.0,
348,AAA,2013J,2569324,-81.0,93.0
349,AAA,2013J,2574528,-16.0,
350,AAA,2013J,2574583,-63.0,
351,AAA,2013J,2576122,-137.0,39.0
352,AAA,2013J,2578995,-62.0,
353,AAA,2013J,2586560,-94.0,
354,AAA,2013J,2594139,-74.0,
355,AAA,2013J,2598871,-128.0,
356,AAA,2013J,2599352,-106.0,
357,AAA,2013J,2600688,-165.0,
358,AAA,2013J,2606098,-102.0,
359,AAA,2013J,2613116,-63.0,
360,AAA,2013J,2617002,-46.0,
361,AAA,2013J,2620584,-109.0,
362,AAA,2013J,2639449,-127.0,
363,AAA,2013J,2639540,-38.0,
364,AAA,2013J,2639641,-48.0,
365,AAA,2013J,2641155,-71.0,
366,AAA,2013J,2643002,-52.0,
367,AAA,2013J,2645733,-100.0,
368,AAA,2013J,2649826,-144.0,
369,AAA,2013J,2650282,-29.0,
370,AAA,2013J,2664024,-31.0,
371,AAA,2013J,2666246,-43.0,
372,AAA,2013J,2669816,-58.0,
373,AAA,2013J,2671132,-38.0,
374,AAA,2013J,2676809,-31.0,
375,AAA,2013J,2678643,-25.0,
376,AAA,2013J,2685865,-101.0,
377,AAA,2013J,2688067,-31.0,
378,AAA,2013J,2689958,-71.0,
379,AAA,2013J,2691206,-109.0,
380,AAA,2013J,2691244,-87.0,
381,AAA,2013J,2694424,-170.0,
382,AAA,2013J,2698257,-58.0,
383,AAA,2014J,6516,-52.0,
384,AAA,2014J,24734,-18.0,
385,AAA,2014J,26192,-38.0,
386,AAA,2014J,28061,-130.0,
387,AAA,2014J,31600,-52.0,
388,AAA,2014J,46844,-74.0,
389,AAA,2014J,52765,-22.0,
390,AAA,2014J,55104,-87.0,
391,AAA,2014J,58071,-72.0,
392,AAA,2014J,58316,-80.0,
393,AAA,2014J,62487,-50.0,
394,AAA,2014J,63165,-82.0,
395,AAA,2014J,65002,-144.0,
396,AAA,2014J,70011,-78.0,
397,AAA,2014J,75255,-58.0,
398,AAA,2014J,79403,-23.0,164.0
399,AAA,2014J,85092,-52.0,
400,AAA,2014J,85144,-41.0,
401,AAA,2014J,85302,-72.0,
402,AAA,2014J,87431,-106.0,235.0
403,AAA,2014J,94961,-150.0,
404,AAA,2014J,95755,-80.0,241.0
405,AAA,2014J,101116,-80.0,
406,AAA,2014J,107489,-81.0,
407,AAA,2014J,108872,-80.0,
408,AAA,2014J,109155,-80.0,
409,AAA,2014J,111512,-16.0,
410,AAA,2014J,117818,-92.0,
411,AAA,2014J,119902,-31.0,207.0
412,AAA,2014J,121349,-28.0,
413,AAA,2014J,124064,-44.0,
414,AAA,2014J,125018,-36.0,
415,AAA,2014J,129955,-143.0,143.0
416,AAA,2014J,130034,-82.0,
417,AAA,2014J,130547,-25.0,
418,AAA,2014J,130636,-68.0,
419,AAA,2014J,131390,-115.0,
420,AAA,2014J,133816,-15.0,
421,AAA,2014J,133922,-110.0,
422,AAA,2014J,135335,-82.0,24.0
423,AAA,2014J,135400,-51.0,
424,AAA,2014J,135471,-149.0,
425,AAA,2014J,139033,-46.0,
426,AAA,2014J,141377,-127.0,
427,AAA,2014J,141506,-28.0,
428,AAA,2014J,146503,-30.0,
429,AAA,2014J,147756,-41.0,
430,AAA,2014J,148993,-154.0,
431,AAA,2014J,149741,-74.0,
432,AAA,2014J,149962,-92.0,
433,AAA,2014J,151587,-129.0,234.0
434,AAA,2014J,152668,-72.0,104.0
435,AAA,2014J,155984,-156.0,
436,AAA,2014J,158707,-57.0,172.0
437,AAA,2014J,159954,-24.0,201.0
438,AAA,2014J,164944,-148.0,
439,AAA,2014J,165226,-22.0,
440,AAA,2014J,167961,-44.0,
441,AAA,2014J,174024,-85.0,
442,AAA,2014J,174094,-89.0,
443,AAA,2014J,174745,-30.0,
444,AAA,2014J,175447,-115.0,
445,AAA,2014J,175772,-45.0,67.0
446,AAA,2014J,183057,-23.0,
447,AAA,2014J,185350,-22.0,
448,AAA,2014J,188278,-64.0,
449,AAA,2014J,199636,-30.0,
450,AAA,2014J,199897,3.0,
451,AAA,2014J,200804,-80.0,
452,AAA,2014J,205494,-45.0,
453,AAA,2014J,228021,-68.0,
454,AAA,2014J,228383,-21.0,
455,AAA,2014J,232307,-107.0,
456,AAA,2014J,235068,-156.0,
457,AAA,2014J,235507,-135.0,
458,AAA,2014J,236875,-20.0,
459,AAA,2014J,237274,-155.0,
460,AAA,2014J,243510,-16.0,
461,AAA,2014J,244246,-137.0,
462,AAA,2014J,248581,-61.0,
463,AAA,2014J,252073,-5.0,
464,AAA,2014J,254625,-50.0,
465,AAA,2014J,258587,-109.0,
466,AAA,2014J,260355,-156.0,-87.0
467,AAA,2014J,260623,-28.0,
468,AAA,2014J,263251,-73.0,
469,AAA,2014J,263543,-56.0,
470,AAA,2014J,263952,-38.0,
471,AAA,2014J,266524,-134.0,
472,AAA,2014J,268733,-10.0,
473,AAA,2014J,273346,-155.0,
474,AAA,2014J,274947,-43.0,229.0
475,AAA,2014J,275674,-155.0,132.0
476,AAA,2014J,275792,-37.0,
477,AAA,2014J,277123,-20.0,
478,AAA,2014J,277880,-11.0,158.0
479,AAA,2014J,281077,-103.0,
480,AAA,2014J,281636,-73.0,
481,AAA,2014J,285315,-36.0,
482,AAA,2014J,287040,-155.0,
483,AAA,2014J,287204,-79.0,
484,AAA,2014J,287210,-156.0,
485,AAA,2014J,288994,-10.0,
486,AAA,2014J,289449,-122.0,
487,AAA,2014J,290164,-88.0,
488,AAA,2014J,292525,-52.0,
489,AAA,2014J,292775,-35.0,
490,AAA,2014J,293824,-50.0,
491,AAA,2014J,294496,-147.0,
492,AAA,2014J,294655,-49.0,
493,AAA,2014J,295060,-66.0,
494,AAA,2014J,295075,-114.0,
495,AAA,2014J,296424,-84.0,
496,AAA,2014J,298034,-49.0,
497,AAA,2014J,298838,-66.0,
498,AAA,2014J,301967,-35.0,
499,AAA,2014J,302476,-156.0,
500,AAA,2014J,303521,-108.0,
501,AAA,2014J,303985,-24.0,
502,AAA,2014J,304465,-135.0,
503,AAA,2014J,306646,-22.0,
504,AAA,2014J,309142,-38.0,
505,AAA,2014J,310412,-81.0,
506,AAA,2014J,311235,-123.0,
507,AAA,2014J,311659,2.0,
508,AAA,2014J,313937,-32.0,
509,AAA,2014J,315076,-22.0,
510,AAA,2014J,315744,-53.0,
511,AAA,2014J,323370,-53.0,
512,AAA,2014J,323805,-144.0,-101.0
513,AAA,2014J,328024,-45.0,
514,AAA,2014J,328734,-144.0,-47.0
515,AAA,2014J,329659,-128.0,
516,AAA,2014J,330594,-14.0,
517,AAA,2014J,331358,-150.0,
518,AAA,2014J,332884,-29.0,
519,AAA,2014J,334441,-154.0,
520,AAA,2014J,335247,-29.0,
521,AAA,2014J,335764,-108.0,
522,AAA,2014J,337748,-70.0,165.0
523,AAA,2014J,338407,-67.0,
524,AAA,2014J,341876,-155.0,72.0
525,AAA,2014J,342007,-130.0,
526,AAA,2014J,345440,-46.0,
527,AAA,2014J,345519,-88.0,
528,AAA,2014J,346118,-148.0,
529,AAA,2014J,348275,-103.0,128.0
530,AAA,2014J,348807,-22.0,
531,AAA,2014J,350156,-50.0,
532,AAA,2014J,350939,-124.0,
533,AAA,2014J,351336,-130.0,
534,AAA,2014J,353665,-51.0,
535,AAA,2014J,354170,-124.0,
536,AAA,2014J,356170,-149.0,
537,AAA,2014J,358182,-96.0,
538,AAA,2014J,364957,-37.0,
539,AAA,2014J,369834,-74.0,227.0
540,AAA,2014J,371710,-128.0,
541,AAA,2014J,373872,-25.0,
542,AAA,2014J,375260,-122.0,
543,AAA,2014J,375646,-38.0,
544,AAA,2014J,377546,-37.0,
545,AAA,2014J,381642,-88.0,229.0
546,AAA,2014J,382095,-88.0,
547,AAA,2014J,383180,-88.0,172.0
548,AAA,2014J,383600,-32.0,
549,AAA,2014J,383723,-113.0,
550,AAA,2014J,384203,-155.0,
551,AAA,2014J,384725,-137.0,
552,AAA,2014J,387533,-50.0,
553,AAA,2014J,387954,-150.0,18.0
554,AAA,2014J,388147,-84.0,
555,AAA,2014J,390890,-65.0,
556,AAA,2014J,391249,-25.0,
557,AAA,2014J,396599,-67.0,
558,AAA,2014J,396655,-37.0,
559,AAA,2014J,398171,-42.0,
560,AAA,2014J,398349,-108.0,
561,AAA,2014J,400147,-154.0,
562,AAA,2014J,400682,-115.0,
563,AAA,2014J,401404,-58.0,
564,AAA,2014J,402204,-43.0,
565,AAA,2014J,402727,-50.0,
566,AAA,2014J,402961,-140.0,
567,AAA,2014J,404356,-81.0,
568,AAA,2014J,406671,-78.0,
569,AAA,2014J,406682,-156.0,
570,AAA,2014J,409100,-124.0,
571,AAA,2014J,409703,-78.0,
572,AAA,2014J,410092,-81.0,
573,AAA,2014J,411971,-44.0,
574,AAA,2014J,415969,-108.0,
575,AAA,2014J,418731,-85.0,
576,AAA,2014J,421455,-121.0,
577,AAA,2014J,424577,-114.0,
578,AAA,2014J,429858,-53.0,
579,AAA,2014J,431025,-46.0,
580,AAA,2014J,439305,-127.0,
581,AAA,2014J,440319,-88.0,174.0
582,AAA,2014J,442064,-18.0,
583,AAA,2014J,442132,-122.0,
584,AAA,2014J,446108,-106.0,
585,AAA,2014J,447481,-21.0,
586,AAA,2014J,468120,-106.0,
587,AAA,2014J,468694,-23.0,240.0
588,AAA,2014J,470588,-154.0,240.0
589,AAA,2014J,470982,-31.0,
590,AAA,2014J,476603,-72.0,
591,AAA,2014J,481022,-30.0,
592,AAA,2014J,483800,-49.0,
593,AAA,2014J,484897,-109.0,
594,AAA,2014J,485962,-121.0,
595,AAA,2014J,488382,-155.0,-137.0
596,AAA,2014J,488990,-137.0,
597,AAA,2014J,500113,-109.0,
598,AAA,2014J,503889,-70.0,
599,AAA,2014J,514526,-22.0,-12.0
600,AAA,2014J,518808,-10.0,
601,AAA,2014J,522482,-87.0,80.0
602,AAA,2014J,527100,-24.0,
603,AAA,2014J,527801,-153.0,
604,AAA,2014J,533068,-30.0,
605,AAA,2014J,537081,-23.0,
606,AAA,2014J,544253,-24.0,
607,AAA,2014J,548120,-25.0,
608,AAA,2014J,561467,-46.0,58.0
609,AAA,2014J,567922,-49.0,-22.0
610,AAA,2014J,569505,-60.0,
611,AAA,2014J,570317,-24.0,
612,AAA,2014J,574505,-153.0,
613,AAA,2014J,588477,-141.0,
614,AAA,2014J,593846,-154.0,227.0
615,AAA,2014J,593987,-24.0,
616,AAA,2014J,596288,-57.0,
617,AAA,2014J,598070,-150.0,-2.0
618,AAA,2014J,603834,-5.0,
619,AAA,2014J,603861,-92.0,150.0
620,AAA,2014J,608440,-37.0,-11.0
621,AAA,2014J,623710,-129.0,-129.0
622,AAA,2014J,623840,-108.0,
623,AAA,2014J,626240,-25.0,
624,AAA,2014J,628088,-135.0,51.0
625,AAA,2014J,628312,-14.0,9.0
626,AAA,2014J,630142,-24.0,166.0
627,AAA,2014J,637665,-93.0,
628,AAA,2014J,639053,-149.0,
629,AAA,2014J,642878,-108.0,73.0
630,AAA,2014J,648130,-53.0,228.0
631,AAA,2014J,676546,-38.0,180.0
632,AAA,2014J,677186,-66.0,
633,AAA,2014J,677281,-17.0,
634,AAA,2014J,684180,-21.0,
635,AAA,2014J,687698,-4.0,
636,AAA,2014J,696073,-22.0,
637,AAA,2014J,696578,-22.0,182.0
638,AAA,2014J,721259,-30.0,128.0
639,AAA,2014J,852847,-87.0,
640,AAA,2014J,998493,-135.0,
641,AAA,2014J,1045203,-155.0,
642,AAA,2014J,1112555,-122.0,
643,AAA,2014J,1183831,-115.0,166.0
644,AAA,2014J,1268696,-79.0,
645,AAA,2014J,1336190,-23.0,
646,AAA,2014J,1352868,-57.0,
647,AAA,2014J,1398979,-72.0,213.0
648,AAA,2014J,1456619,-99.0,63.0
649,AAA,2014J,1469279,-51.0,-22.0
650,AAA,2014J,1471214,-32.0,
651,AAA,2014J,1472925,5.0,
652,AAA,2014J,1484804,-88.0,
653,AAA,2014J,1511033,-67.0,
654,AAA,2014J,1576513,-84.0,
655,AAA,2014J,1609002,-109.0,
656,AAA,2014J,1629771,-115.0,
657,AAA,2014J,1676594,-73.0,32.0
658,AAA,2014J,1686551,-99.0,108.0
659,AAA,2014J,1689639,-154.0,110.0
660,AAA,2014J,1715896,-42.0,
661,AAA,2014J,1721270,-136.0,
662,AAA,2014J,1757766,-150.0,
663,AAA,2014J,1773377,-37.0,
664,AAA,2014J,1799111,-94.0,
665,AAA,2014J,1818673,-44.0,
666,AAA,2014J,1839386,-67.0,34.0
667,AAA,2014J,1926668,-155.0,
668,AAA,2014J,1947156,-109.0,
669,AAA,2014J,1967783,-129.0,
670,AAA,2014J,1970390,-119.0,
671,AAA,2014J,1975209,-74.0,
672,AAA,2014J,2010232,-7.0,
673,AAA,2014J,2045084,-52.0,
674,AAA,2014J,2057803,-53.0,
675,AAA,2014J,2073016,-86.0,
676,AAA,2014J,2085209,-59.0,
677,AAA,2014J,2086400,-79.0,
678,AAA,2014J,2139353,-79.0,
679,AAA,2014J,2148681,-102.0,
680,AAA,2014J,2158048,-8.0,55.0
681,AAA,2014J,2158196,-115.0,12.0
682,AAA,2014J,2165164,-86.0,
683,AAA,2014J,2168833,-53.0,146.0
684,AAA,2014J,2207874,-108.0,
685,AAA,2014J,2240349,-108.0,
686,AAA,2014J,2244332,-51.0,
687,AAA,2014J,2273119,-44.0,135.0
688,AAA,2014J,2277857,-119.0,
689,AAA,2014J,2297896,-59.0,
690,AAA,2014J,2313257,-101.0,-16.0
691,AAA,2014J,2318055,-53.0,
692,AAA,2014J,2330254,-153.0,
693,AAA,2014J,2355470,-115.0,
694,AAA,2014J,2358969,-46.0,
695,AAA,2014J,2363863,-155.0,
696,AAA,2014J,2365101,-85.0,-54.0
697,AAA,2014J,2369415,-64.0,
698,AAA,2014J,2375975,-53.0,
699,AAA,2014J,2397661,-29.0,
700,AAA,2014J,2398313,-42.0,
701,AAA,2014J,2404408,-17.0,
702,AAA,2014J,2425993,-16.0,
